idMaquina,nro_egm,fabricante,modelo,p_pago,denom,juego,nro_serie,programa,credito,estado,img,ap_minima,ap_maxima,cant_lineas,tipo_juego
759,2402881,IGT,"CRYSTAL SLANT EGM 27 DISPLAY",91.9,0.01,"PRINCE OF THIEVES",2143599,GI020001MZ3M001,0.10,1,igt.jpg,NULL,NULL,NULL,NULL
760,2402882,IGT,"CRYSTAL SLANT EGM 27 DISPLAY",91.9,0.01,"TURQUOISE PRINCESS FG LOCALIZED",2143600,GI020001QA8M002,0.10,1,igt.jpg,NULL,NULL,NULL,NULL
761,2402883,IGT,"CRYSTAL SLANT EGM 27 DISPLAY",92.4,0.01,"ZILLION GATORS",2143561,GI020001NS2B002,0.10,1,igt.jpg,NULL,NULL,NULL,NULL
762,2402884,IGT,"CRYSTAL SLANT EGM 27 DISPLAY",92.4,0.01,"ZILLION GATORS",2143570,GI020001NS2B002,0.10,1,igt.jpg,NULL,NULL,NULL,NULL
763,2402885,IGT,"CRYSTAL SLANT EGM 27 DISPLAY",91.9,0.01,"WONDERS OF AFRICA",2143560,GI020005RX1M002,0.10,1,igt.jpg,NULL,NULL,NULL,NULL
764,2402886,IGT,"AXXIS 3D MEI SC ADVANTAGE BV W/PRINTER",92.0,0.01,"SPHINX 3D",2144348,GME5C43.0.0.6,0.10,1,igt.jpg,NULL,NULL,NULL,NULL
765,2402887,IGT,"AXXIS 3D MEI SC ADVANTAGE BV W/PRINTER",92.0,0.01,"SPHINX 3D",2144341,GME5C43.0.0.6,0.10,1,igt.jpg,NULL,NULL,NULL,NULL
766,2402888,IGT,"AXXIS 23/23",92.1,0.01,DIVERSITYHD1,2235716,AB020M3AS003,0.10|0.25,1,igt.jpg,NULL,NULL,NULL,NULL
767,2402889,IGT,"AXXIS 23/23",92.1,0.01,DIVERSITYHD1,2235710,AB020M3AS003,0.10|0.25,1,igt.jpg,NULL,NULL,NULL,NULL
768,2402890,IGT,"AXXIS 23/23",92.1,0.01,DIVERSITYHD1,2235725,AB020M3AS003,0.10|0.25,1,igt.jpg,NULL,NULL,NULL,NULL
769,2402891,IGT,"AXXIS 23/23",92.1,0.01,DIVERSITYHD1,2235713,AB020M3AS003,0.10|0.25,1,igt.jpg,NULL,NULL,NULL,NULL
770,2402892,IGT,"AXXIS 23/23",92.1,0.01,DIVERSITYHD1,2235738,AB020M3AS003,0.10|0.25,1,igt.jpg,NULL,NULL,NULL,NULL
771,2402893,IGT,"AXXIS 23/23",92.1,0.01,DIVERSITYHD1,2235749,AB020M3AS003,0.10|0.25,1,igt.jpg,NULL,NULL,NULL,NULL
772,2402894,IGT,"AXXIS 23/23",92.1,0.01,DIVERSITYHD1,2235728,AB020M3AS003,0.10|0.25,1,igt.jpg,NULL,NULL,NULL,NULL
773,2402895,IGT,"AXXIS 23/23",92.1,0.01,DIVERSITYHD1,2235733,AB020M3AS003,0.10|0.25,1,igt.jpg,NULL,NULL,NULL,NULL
774,2402896,IGT,"AXXIS 23/23",92.1,0.01,DIVERSITYHD1,2235746,AB020M3AS003,0.25|0.50,1,igt.jpg,NULL,NULL,NULL,NULL
775,2402897,IGT,"AXXIS 23/23",92.1,0.01,DIVERSITYHD1,2235707,AB020M3AS003,0.25|0.50,1,igt.jpg,NULL,NULL,NULL,NULL
776,2402898,IGT,"AXXIS 23/23",92.1,0.01,DIVERSITYHD1,2235704,AB020M3AS003,0.10|0.25,1,igt.jpg,NULL,NULL,NULL,NULL
777,2402899,IGT,"AXXIS 23/23",92.1,0.01,DIVERSITYHD1,2235721,AB020M3AS003,0.10|0.25,1,igt.jpg,NULL,NULL,NULL,NULL
778,2402900,IGT,"AXXIS 23/23",92.1,0.01,DIVERSITYHD1,2235735,AB020M3AS003,0.10|0.25,1,igt.jpg,NULL,NULL,NULL,NULL
779,2402901,IGT,"AXXIS 23/23",92.1,0.01,DIVERSITYHD1,2235751,AB020M3AS003,0.10|0.25,1,igt.jpg,NULL,NULL,NULL,NULL
780,2402902,NOVOMATIC,"FV 623 A",97.3,0.05,"PREMIUM-V  GAMINATOR 1T",130638,S2PREMVP1T_94,0.10|0.25|0.50|1.00,1,igt.jpg,NULL,NULL,NULL,NULL
781,2402903,NOVOMATIC,"FV 623 A",97.3,0.05,"PREMIUM-V  GAMINATOR 1T",132704,S2PREMVP1T_94,0.10|0.25|0.50|1.00,1,igt.jpg,NULL,NULL,NULL,NULL
782,2402904,NOVOMATIC,"FV 623 A",94.8,0.05,"PREMIUM-V  GAMINATOR 1T",132707,S2PREMVP1T_94,0.10|0.25|0.50,1,igt.jpg,NULL,NULL,NULL,NULL
783,2402905,NOVOMATIC,"FV 623 A",97.3,0.05,"PREMIUM-V  GAMINATOR 1T",134715,S2PREMVP1T_94,0.10|0.25|0.50|1.00,1,igt.jpg,NULL,NULL,NULL,NULL
784,2402906,NOVOMATIC,"FV 623 A",97.3,0.05,"PREMIUM-V  GAMINATOR 1T",134716,S2PREMVP1T_94,0.10|0.25|0.50|1.00,1,igt.jpg,NULL,NULL,NULL,NULL
785,2402907,NOVOMATIC,"FV 623 A",97.3,0.05,"PREMIUM-V  GAMINATOR 1T",135964,S2PREMVP1T_94,0.10|0.25|0.50|1.00,1,igt.jpg,NULL,NULL,NULL,NULL
786,2402908,NOVOMATIC,"FV 623 A",94.8,0.05,"PREMIUM-V  GAMINATOR 1T",141608,S2PREMVP1T_94,0.10|0.25|0.50,1,igt.jpg,NULL,NULL,NULL,NULL
787,2402909,NOVOMATIC,"FV 623 A",94.8,0.05,"PREMIUM-V  GAMINATOR 1T",131103,S2PREMVP1T_94,0.10|0.25|0.50,1,igt.jpg,NULL,NULL,NULL,NULL
788,2402910,NOVOMATIC,"FV 623 A",94.8,0.05,"PREMIUM-V  GAMINATOR 1T",132562,S2PREMVP1T_94,0.10|0.25|0.50,1,igt.jpg,NULL,NULL,NULL,NULL
789,2402911,NOVOMATIC,"FV 623 A",97.3,0.05,"PREMIUM-V  GAMINATOR 1T",132709,S2PREMVP1T_94,0.10|0.25|0.50,1,igt.jpg,NULL,NULL,NULL,NULL
790,2402912,NOVOMATIC,"FV 623 A",97.3,0.05,"PREMIUM-V  GAMINATOR 1T",133512,S2PREMVP1T_94,0.10|0.25|0.50,1,igt.jpg,NULL,NULL,NULL,NULL
791,2402913,NOVOMATIC,"FV 623 A",94.8,0.05,"PREMIUM-V  GAMINATOR 1T",133523,S2PREMVP1T_94,0.10|0.25|0.50,1,igt.jpg,NULL,NULL,NULL,NULL
792,2402914,NOVOMATIC,"FV 623 A",94.8,0.05,"PREMIUM-V  GAMINATOR 1T",134997,S2PREMVP1T_94,0.10|0.25|0.50,1,igt.jpg,NULL,NULL,NULL,NULL
793,2402915,NOVOMATIC,"FV 623 A",97.3,0.05,"PREMIUM-V  GAMINATOR 1T",135489,S2PREMVP1T_94,0.10|0.25|0.50,1,igt.jpg,NULL,NULL,NULL,NULL
794,2402916,NOVOMATIC,"FV 623 A",97.3,0.05,"PREMIUM-V  GAMINATOR 1T",140923,S2PREMVP1T_94,0.10|0.25|0.50,1,igt.jpg,NULL,NULL,NULL,NULL
795,2402917,NOVOMATIC,"FV 623 A",94.5,0.05,"PREMIUM-V  GAMINATOR 3T",175351,S2PREMVP1T_94,0.10|0.25|0.50,1,igt.jpg,NULL,NULL,NULL,NULL
796,2402918,NOVOMATIC,"FV 623 A",94.5,0.05,"PREMIUM-V  GAMINATOR 3T",175360,S2PREMVP3T_94,0.10|0.25|0.50,1,igt.jpg,NULL,NULL,NULL,NULL
797,2402919,NOVOMATIC,"FV 623 A",94.5,0.05,"PREMIUM-V  GAMINATOR 3T",154030,S2PREMVP3T_94,0.10|0.25|0.50,1,igt.jpg,NULL,NULL,NULL,NULL
798,2402920,NOVOMATIC,"FV 623 A",94.5,0.05,"PREMIUM-V  GAMINATOR 3T",154041,S2PREMVP3T_94,0.10|0.25|0.50,0,igt.jpg,NULL,NULL,NULL,NULL
799,2402921,NOVOMATIC,"FV 623 A",94.5,0.05,"PREMIUM-V  GAMINATOR 3T",154444,S2PREMVP3T_94,0.10|0.25|0.50,1,igt.jpg,NULL,NULL,NULL,NULL
800,2402922,NOVOMATIC,"FV 623 A",94.5,0.05,"PREMIUM-V  GAMINATOR 3T",155942,S2PREMVP3T_94,0.10|0.25|0.50,1,igt.jpg,NULL,NULL,NULL,NULL
801,2402923,NOVOMATIC,"FV 623 A",94.5,0.05,"PREMIUM-V  GAMINATOR 3T",164448,S2PREMVP3T_94,0.10|0.25|0.50,1,igt.jpg,NULL,NULL,NULL,NULL
802,2402924,NOVOMATIC,"FV 623 A",94.5,0.05,"PREMIUM-V  GAMINATOR 3T",145082,S2PREMVP3T_94,0.10|0.25|0.50,1,igt.jpg,NULL,NULL,NULL,NULL
803,2402925,NOVOMATIC,"FV 623 A",94.5,0.05,"PREMIUM-V  GAMINATOR 3T",145125,S2PREMVP3T_94,0.10|0.25|0.50,1,igt.jpg,NULL,NULL,NULL,NULL
804,2402926,NOVOMATIC,"FV 623 A",94.5,0.05,"PREMIUM-V  GAMINATOR 3T",154031,S2PREMVP3T_94,0.10|0.25|0.50,1,igt.jpg,NULL,NULL,NULL,NULL
805,2402927,NOVOMATIC,"FV 623 A",94.5,0.05,"PREMIUM-V  GAMINATOR 3T",154454,S2PREMVP3T_94,0.10,1,igt.jpg,NULL,NULL,NULL,NULL
806,2402928,NOVOMATIC,"FV 623 A",94.5,0.05,"PREMIUM-V  GAMINATOR 3T",158931,S2PREMVP3T_94,0.10,1,igt.jpg,NULL,NULL,NULL,NULL
807,2402929,NOVOMATIC,"FV 623 A",94.5,0.05,"PREMIUM-V  GAMINATOR 3T",175359,S2PREMVP3T_94,0.10|0.25|0.50,1,igt.jpg,NULL,NULL,NULL,NULL
808,2402930,NOVOMATIC,"FV 623 A",94.5,0.05,"PREMIUM-V  GAMINATOR 3T",145063,S2PREMVP3T_94,0.10|0.25|0.50,1,igt.jpg,NULL,NULL,NULL,NULL
809,2402931,NOVOMATIC,"FV 623 A",94.5,0.05,"PREMIUM-V  GAMINATOR 3T",150976,S2PREMVP3T_94,0.10|0.25|0.50,1,igt.jpg,NULL,NULL,NULL,NULL
810,2402932,BALLY,"ALPHA ELITE V32",97.3,0.01,"ROULETTE BET STACKING",V090124380,AVGRLBS017NV-02,0.25|0.50|1.00,1,igt.jpg,NULL,NULL,NULL,NULL
811,2402933,BALLY,"ALPHA ELITE V32",97.3,0.01,"ROULETTE BET STACKING",V090124398,AVGRLBS017NV-02,0.25|0.50|1.00,1,igt.jpg,NULL,NULL,NULL,NULL
812,2402934,BALLY,"ALPHA ELITE V32",97.3,0.01,"ROULETTE BET STACKING",V090124377,AVGRLBS017NV-02,0.25|0.50|1.00,1,igt.jpg,NULL,NULL,NULL,NULL
813,2402935,BALLY,"ALPHA ELITE V32",97.3,0.01,"ROULETTE BET STACKING",V090124378,AVGRLBS017NV-02,0.25|0.50|1.00,1,igt.jpg,NULL,NULL,NULL,NULL
814,2402936,BALLY,"ALPHA ELITE V32",97.3,0.01,"ROULETTE BET STACKING",V090124396,AVGRLBS017NV-02,0.25|0.50|1.00,1,igt.jpg,NULL,NULL,NULL,NULL
815,2402937,BALLY,"ALPHA ELITE V32",97.3,0.01,"ROULETTE BET STACKING",V080108512,AVGRLBS017NV-02,0.25|0.50|1.00,1,igt.jpg,NULL,NULL,NULL,NULL
816,2402938,DLV,"DIAMOND HD",94.1,0.50,"JEWEL JACKPOT 3",HD00364,2.19.0.4,0.50,1,igt.jpg,NULL,NULL,NULL,NULL
817,2402939,DLV,"DIAMOND EXCEL",94.1,0.50,"LAB CREATURES JACKPOT",EX00067,2.4.1.12,0.50,1,igt.jpg,NULL,NULL,NULL,NULL
818,2402940,DLV,"DIAMOND DWS",92.0,0.50,"JEWEL JACKPOT 3",WS00612,2.17.5.0,0.50,1,igt.jpg,NULL,NULL,NULL,NULL
819,2402941,DLV,"DIAMOND HD",92.1,0.10,"DRAGON JACKPOT",HD00363,2.8.4.0,0.10,1,igt.jpg,NULL,NULL,NULL,NULL
820,2402942,DLV,"DIAMOND EXCEL",92.9,0.10,"LAB CREATURES JACKPOT",EX00068,2.2.0.3,0.10,1,igt.jpg,NULL,NULL,NULL,NULL
821,2402943,DLV,"DIAMOND HD",92.1,0.10,"DRAGON JACKPOT",WS00611,2.8.4.0,0.10,1,igt.jpg,NULL,NULL,NULL,NULL
822,2402944,I.G.T,"AVP G20",91.9,0.01,"HUEVO CARTOON",1971716,Gl0140055NR8B004,0.10|0.25,1,igt.jpg,NULL,NULL,NULL,NULL
823,2402945,I.G.T,"AVP G20",92.0,0.01,PAMPLONA,1971720,GI014001X37B004/AI014-09P,0.10|0.25,1,igt.jpg,NULL,NULL,NULL,NULL
824,2402946,I.G.T,"AVP G20",92.0,0.01,"EL GRAN FESTIVAL",1971710,GI014005QI1B001,0.10|0.25,1,igt.jpg,NULL,NULL,NULL,NULL
825,2402947,I.G.T,"AVP G20",92.0,0.01,"WHITE FALLS",1971653,GI014001JO7H003/AI014-09P,0.05|0.10,1,igt.jpg,NULL,NULL,NULL,NULL
826,2402948,I.G.T,"AVP G20",92.0,0.01,CHARLESTON,1971717,GI014001CZ2E008/AI014-09P,0.05|0.10,1,igt.jpg,NULL,NULL,NULL,NULL
827,2402949,I.G.T,"AVP G20",91.9,0.01,BRAZILIA,1971713,GI014014005LL9M001,0.10|0.25,1,igt.jpg,NULL,NULL,NULL,NULL
828,2402950,I.G.T,"AVP G20",91.9,0.01,"OLD MONEY",1971658,"GI014001GF5E003 / AI014-09P",0.05|0.10,1,igt.jpg,NULL,NULL,NULL,NULL
829,2402951,I.G.T,"AVP G20",92.0,0.01,"DIAMOND GALAXY",1971708,"GI014001DF6C003 / AI014-09P",0.10|0.25,1,igt.jpg,NULL,NULL,NULL,NULL
830,2402952,I.G.T,"AVP G20",91.9,0.01,SHAMBALA,1971724,GI014001GR5E006/AI014-09P,0.10|0.25,1,igt.jpg,NULL,NULL,NULL,NULL
831,2402953,"ELECTRO CHANCE",PIR+1,94.7,0.01,"ROLLING MONEY 3",14061,"mul-ec 3.0.0-0-b",10.00,1,igt.jpg,NULL,NULL,NULL,NULL
832,2402954,"ELECTRO CHANCE",PIR+1,94.7,0.01,"ROLLING MONEY 3",14062,"mul-ec 3.0.0-0-b",10.00,1,igt.jpg,NULL,NULL,NULL,NULL
833,2402955,"ELECTRO CHANCE",PIR+1,94.7,0.01,"ROLLING MONEY 3",14063,"mul-ec 3.0.0-0-b",10.00,1,igt.jpg,NULL,NULL,NULL,NULL
834,2402956,"ELECTRO CHANCE",PIR+1,94.7,0.01,"ROLLING MONEY 3",14064,"mul-ec 3.0.0-0-b",10.00,1,igt.jpg,NULL,NULL,NULL,NULL
835,2402957,"ELECTRO CHANCE",PIR+1,94.7,0.01,"ROLLING MONEY 3",14065,"mul-ec 3.0.0-0-b",10.00,1,igt.jpg,NULL,NULL,NULL,NULL
836,2402958,"ELECTRO CHANCE",PIR+1,94.7,0.01,"ROLLING MONEY 3",14066,"mul-ec 3.0.0-0-b",10.00,1,igt.jpg,NULL,NULL,NULL,NULL
837,2402959,"ELECTRO CHANCE",PIR+1,94.7,0.01,"ROLLING MONEY 3",14067,"mul-ec 3.0.0-0-b",10.00,1,igt.jpg,NULL,NULL,NULL,NULL
838,2402960,"ELECTRO CHANCE",PIR+1,94.7,0.01,"ROLLING MONEY 3",14068,"mul-ec 3.0.0-0-b",10.00,1,igt.jpg,NULL,NULL,NULL,NULL
839,2402961,"ELECTRO CHANCE",PIR+1,94.7,0.01,"ROLLING MONEY 3",14069,"mul-ec 3.0.0-0-b",10.00,1,igt.jpg,NULL,NULL,NULL,NULL
840,2402962,"ELECTRO CHANCE",PIR+1,94.7,0.01,"ROLLING MONEY 3",14070,"mul-ec 3.0.0-0-b",10.00,1,igt.jpg,NULL,NULL,NULL,NULL
841,2402963,"ELECTRO CHANCE",PIR+1,94.7,0.01,"ROLLING MONEY 3",14071,"mul-ec 3.0.0-0-b",10.00,1,igt.jpg,NULL,NULL,NULL,NULL
842,2402964,"ELECTRO CHANCE",PIR+1,94.7,0.01,"ROLLING MONEY 3",14072,"mul-ec 3.0.0-0-b",10.00,1,igt.jpg,NULL,NULL,NULL,NULL
843,2402965,"ELECTRO CHANCE",PIR+1,94.7,0.01,"ROLLING MONEY 3",14073,"mul-ec 3.0.0-0-b",5.00,1,igt.jpg,NULL,NULL,NULL,NULL
844,2402966,"ELECTRO CHANCE",PIR+1,94.7,0.01,"ROLLING MONEY 3",14074,"mul-ec 3.0.0-0-b",5.00,1,igt.jpg,NULL,NULL,NULL,NULL
845,2402967,"ELECTRO CHANCE",PIR+1,94.7,0.01,"ROLLING MONEY 3",14075,"mul-ec 3.0.0-0-b",5.00,1,igt.jpg,NULL,NULL,NULL,NULL
846,2402968,"ELECTRO CHANCE",PIR+1,94.7,0.01,"ROLLING MONEY 3",14076,"mul-ec 3.0.0-0-b",5.00,1,igt.jpg,NULL,NULL,NULL,NULL
847,2402969,"ELECTRO CHANCE",PIR+1,94.7,0.01,"ROLLING MONEY 3",14077,"mul-ec 3.0.0-0-b",10.00,1,igt.jpg,NULL,NULL,NULL,NULL
848,2402970,"ELECTRO CHANCE",PIR+1,94.7,0.01,"ROLLING MONEY 3",14078,"mul-ec 3.0.0-0-b",10.00,1,igt.jpg,NULL,NULL,NULL,NULL
849,2402971,"ELECTRO CHANCE",PIR+1,94.7,0.01,"ROLLING MONEY 3",14079,"mul-ec 3.0.0-0-b",10.00,1,igt.jpg,NULL,NULL,NULL,NULL
850,2402972,"ELECTRO CHANCE",PIR+1,94.7,0.01,"ROLLING MONEY 3",14080,"mul-ec 3.0.0-0-b",10.00,1,igt.jpg,NULL,NULL,NULL,NULL
851,2402973,"ELECTRO CHANCE",PIR+1,94.7,0.01,"ROLLING MONEY 3",14081,"mul-ec 3.0.0-0-b",10.00,1,igt.jpg,NULL,NULL,NULL,NULL
852,2402974,"ELECTRO CHANCE",PIR+1,94.7,0.01,"ROLLING MONEY 3",14082,"mul-ec 3.0.0-0-b",10.00,1,igt.jpg,NULL,NULL,NULL,NULL
853,2402975,"ELECTRO CHANCE",PIR+1,94.7,0.01,"ROLLING MONEY 3",14083,"mul-ec 3.0.0-0-b",5.00,1,igt.jpg,NULL,NULL,NULL,NULL
854,2402976,"ELECTRO CHANCE",PIR+1,94.7,0.01,"ROLLING MONEY 3",14084,"mul-ec 3.0.0-0-b",5.00,1,igt.jpg,NULL,NULL,NULL,NULL
855,2402977,"ELECTRO CHANCE",PIR+1,94.7,0.01,"ROLLING MONEY 3",14085,"mul-ec 3.0.0-0-b",5.00,1,igt.jpg,NULL,NULL,NULL,NULL
856,2402978,"ELECTRO CHANCE",PIR+1,94.7,0.01,"ROLLING MONEY 3",14086,"mul-ec 3.0.0-0-b",5.00,0,igt.jpg,NULL,NULL,NULL,NULL
857,2402979,"ELECTRO CHANCE",PIR+1,94.7,0.01,"ROLLING MONEY 3",14087,"mul-ec 3.0.0-0-b",5.00,1,igt.jpg,NULL,NULL,NULL,NULL
858,2402980,"ELECTRO CHANCE",PIR+1,94.7,0.01,"ROLLING MONEY 3",14088,"mul-ec 3.0.0-0-b",5.00,1,igt.jpg,NULL,NULL,NULL,NULL
859,2402981,"ELECTRO CHANCE",PIR+1,94.7,0.01,"ROLLING MONEY 3",14089,"mul-ec 3.0.0-0-b",5.00,1,igt.jpg,NULL,NULL,NULL,NULL
860,2402982,"ELECTRO CHANCE",PIR+1,94.7,0.01,"ROLLING MONEY 3",14090,"mul-ec 3.0.0-0-b",5.00,1,igt.jpg,NULL,NULL,NULL,NULL
861,2402983,"ELECTRO CHANCE",PIR+1,94.7,0.01,"ROLLING MONEY 3",14091,"mul-ec 3.0.0-0-b",5.00,1,igt.jpg,NULL,NULL,NULL,NULL
862,2402984,"ELECTRO CHANCE",PIR+1,94.7,0.01,"ROLLING MONEY 3",14092,"mul-ec 3.0.0-0-b",5.00,1,igt.jpg,NULL,NULL,NULL,NULL
863,2402985,"ELECTRO CHANCE",PIR+1,94.7,0.01,"ROLLING MONEY 3",14093,"mul-ec 3.0.0-0-b",5.00,1,igt.jpg,NULL,NULL,NULL,NULL
864,2402986,"ELECTRO CHANCE",PIR+1,94.7,0.01,"ROLLING MONEY 3",14094,"mul-ec 3.0.0-0-b",5.00,1,igt.jpg,NULL,NULL,NULL,NULL
865,2402987,"ELECTRO CHANCE",PIR+1,94.7,0.01,"ROLLING MONEY 3",14095,"mul-ec 3.0.0-0-b",5.00,1,igt.jpg,NULL,NULL,NULL,NULL
866,2402988,"ELECTRO CHANCE",PIR+1,94.7,0.01,"ROLLING MONEY 3",14096,"mul-ec 3.0.0-0-b",5.00,1,igt.jpg,NULL,NULL,NULL,NULL
867,2402989,"ELECTRO CHANCE",PIR+1,94.7,0.01,"ROLLING MONEY 3",14097,"mul-ec 3.0.0-0-b",5.00,1,igt.jpg,NULL,NULL,NULL,NULL
868,2402990,"ELECTRO CHANCE",PIR+1,94.7,0.01,"ROLLING MONEY 3",14098,"mul-ec 3.0.0-0-b",5.00,1,igt.jpg,NULL,NULL,NULL,NULL
869,2402991,"ELECTRO CHANCE",PIR+1,94.7,0.01,"ROLLING MONEY 3",14099,"mul-ec 3.0.0-0-b",5.00,0,igt.jpg,NULL,NULL,NULL,NULL
870,2402992,"ELECTRO CHANCE",PIR+1,94.7,0.01,"ROLLING MONEY 3",14100,"mul-ec 3.0.0-0-b",5.00,1,igt.jpg,NULL,NULL,NULL,NULL
871,2402993,"ELECTRO CHANCE",PIR+1,94.7,0.01,"ROLLING MONEY 3",14101,"mul-ec 3.0.0-0-b",5.00,1,igt.jpg,NULL,NULL,NULL,NULL
872,2402994,"ELECTRO CHANCE",PIR+1,94.7,0.01,"ROLLING MONEY 3",14102,"mul-ec 3.0.0-0-b",5.00,1,igt.jpg,NULL,NULL,NULL,NULL
873,2402995,"ELECTRO CHANCE",PIR+1,94.7,0.01,"ROLLING MONEY 3",14103,"mul-ec 3.0.0-0-b",2.00,1,igt.jpg,NULL,NULL,NULL,NULL
874,2402996,"ELECTRO CHANCE",PIR+1,94.7,0.01,"ROLLING MONEY 3",14104,"mul-ec 3.0.0-0-b",2.00,1,igt.jpg,NULL,NULL,NULL,NULL
875,2402997,"ELECTRO CHANCE",PIR+1,94.7,0.01,"ROLLING MONEY 3",14105,"mul-ec 3.0.0-0-b",2.00,1,igt.jpg,NULL,NULL,NULL,NULL
876,2402998,"ELECTRO CHANCE",PIR+1,94.7,0.01,"ROLLING MONEY 3",14106,"mul-ec 3.0.0-0-b",2.00,1,igt.jpg,NULL,NULL,NULL,NULL
877,2402999,"ELECTRO CHANCE",PIR+1,94.7,0.01,"ROLLING MONEY 3",14107,"mul-ec 3.0.0-0-b",2.00,1,igt.jpg,NULL,NULL,NULL,NULL
878,2403000,"ELECTRO CHANCE",PIR+1,94.7,0.01,"ROLLING MONEY 3",14108,"mul-ec 3.0.0-0-b",2.00,1,igt.jpg,NULL,NULL,NULL,NULL
879,2403001,"ELECTRO CHANCE",PIR+1,94.7,0.01,"ROLLING MONEY 3",14109,"mul-ec 3.0.0-0-b",2.00,1,igt.jpg,NULL,NULL,NULL,NULL
880,2403002,"ELECTRO CHANCE",PIR+1,94.7,0.01,"ROLLING MONEY 3",14110,"mul-ec 3.0.0-0-b",2.00,1,igt.jpg,NULL,NULL,NULL,NULL
881,2403003,BALLY,"ALPHA 2 PRO V27/27",90.4,0.01,"88 FORTUNES",B170607151,"BAL_OS366J Bal 264466C",0.10,1,igt.jpg,NULL,NULL,NULL,NULL
882,2403004,BALLY,"ALPHA 2 PRO V27/27",90.4,0.01,"88 FORTUNES",B170607152,"BAL_OS366J Bal 264466C",0.10,1,igt.jpg,NULL,NULL,NULL,NULL
883,2403005,BALLY,"ALPHA 2 PRO V27/27",90.4,0.01,"88 FORTUNES",B170607153,"BAL_OS366J Bal 264466C",0.10,1,igt.jpg,NULL,NULL,NULL,NULL
884,2403006,BALLY,"ALPHA 2 PRO V27/27",90.4,0.01,"88 FORTUNES",B170607154,"BAL_OS366J Bal 264466C",0.01,1,igt.jpg,NULL,NULL,NULL,NULL
885,2403007,BALLY,"ALPHA 2 PRO WAVE",91.9,0.01,"DRAGON SPIN",B170606891,"BAL_OS366J BAL_254132B",0.01,1,igt.jpg,NULL,NULL,NULL,NULL
886,2403008,BALLY,"ALPHA 2 PRO WAVE",91.9,0.01,"DRAGON SPIN",B170606893,"BAL_OS366J BAL_254132B",0.10,1,igt.jpg,NULL,NULL,NULL,NULL
887,2403009,BALLY,"ALPHA 2 PRO WAVE",91.9,0.01,"DRAGON SPIN",B170606899,"BAL_OS366J BAL_254132B",0.10,1,igt.jpg,NULL,NULL,NULL,NULL
888,2403010,BALLY,"ALPHA 2 PRO WAVE",91.9,0.01,"DRAGON SPIN",B170606900,"BAL_OS366J BAL_254132B",0.10,1,igt.jpg,NULL,NULL,NULL,NULL
889,2403011,BALLY,"ALPHA 2 PRO WAVE",91.9,0.01,"DRAGON SPIN",B170606901,"BAL_OS366J BAL_254132B",0.10,1,igt.jpg,NULL,NULL,NULL,NULL
890,2403012,BALLY,"ALPHA 2 PRO WAVE",91.9,0.01,"DRAGON SPIN",B170606904,"BAL_OS366J BAL_254132B",0.10,1,igt.jpg,NULL,NULL,NULL,NULL
891,2403013,BALLY,"ALPHA 2 PRO WAVE",91.9,0.01,"DRAGON SPIN",B170606906,"BAL_OS366J BAL_254132B",0.10,1,igt.jpg,NULL,NULL,NULL,NULL
892,2403014,BALLY,"ALPHA 2 PRO WAVE",91.9,0.01,"DRAGON SPIN",B170606908,"BAL_OS366J BAL_254132B",0.10,1,igt.jpg,NULL,NULL,NULL,NULL
893,2403015,BALLY,"ALPHA 2 PRO WAVE",91.9,0.01,"DRAGON SPIN",B170606909,"BAL_OS366J BAL_254132B",0.10,1,igt.jpg,NULL,NULL,NULL,NULL
894,2403016,BALLY,"ALPHA 2 PRO WAVE",91.9,0.01,"DRAGON SPIN",B170606911,"BAL_OS366J BAL_254132B",0.10,1,igt.jpg,NULL,NULL,NULL,NULL
895,2403017,BALLY,"ALPHA 2 PRO V27/27",90.3,0.01,"5 TREASURES",B170607159," BAL_OS366J Bal_264467B",0.10,1,igt.jpg,NULL,NULL,NULL,NULL
896,2403018,BALLY,"ALPHA 2 PRO V27/27",90.3,0.01,"5 TREASURES",B170607160," BAL_OS366J Bal_264467B",0.10,1,igt.jpg,NULL,NULL,NULL,NULL
897,2403019,BALLY,"ALPHA 2 PRO V27/27",90.3,0.01,"5 TREASURES",B170607161," BAL_OS366J Bal_264467B",0.10,1,igt.jpg,NULL,NULL,NULL,NULL
898,2403020,BALLY,"ALPHA 2 PRO V27/27",90.3,0.01,"5 TREASURES",B170607162," BAL_OS366J Bal_264467B",0.10,1,igt.jpg,NULL,NULL,NULL,NULL
899,2403021,BALLY,"ALPHA 2 PRO V27/27",90.3,0.01,"5 TREASURES",B170607163," BAL_OS366J Bal_264467B",0.10,1,igt.jpg,NULL,NULL,NULL,NULL
900,2403022,BALLY,"ALPHA 2 PRO V27/27",90.3,0.01,"5 TREASURES",B170607164," BAL_OS366J Bal_264467B",0.10,1,igt.jpg,NULL,NULL,NULL,NULL
901,2403023,"SCIENTIFIC GAMES",TWINSTAR,92.8,0.01,"LOCK IT LINK DIAMONDS",B170503859,A02B-000-1010,0.10|0.20|0.50|1.00,1,igt.jpg,NULL,NULL,NULL,NULL
902,2403024,"SCIENTIFIC GAMES",TWINSTAR,92.8,0.01,"LOCK IT LINK DIAMONDS",B170503860,A02B-000-1010,0.10|0.20|0.50|1.00,1,igt.jpg,NULL,NULL,NULL,NULL
